Heuristic:, # Tiles Displaced - Counting Blank, Manhattan Distance - Counting Blank, # Tiles Displaced - No Blank, Manhattan Distance - No Blank, Manhattan And # Tiles Displaced Combo - Counting Blank, Manhattan and # Tiles Displaced Combo - No Blank
# States in Optimal Path, 5158.0000, 5356.0000, 7952.0000, 6122.0000, 11026.0000, 11354.0000
